customer_id,gender,age,has_partner,has_dependents,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,has_paperless_billing,has_online_security,has_tech_support,has_streaming_tv,num_support_tickets,avg_call_duration,churn
31498,Male,54,Yes,Yes,61,Month-to-month,Electronic check,Fiber optic,34.94,1803.63,Yes,Yes,No,Yes,0,20.6,1
31499,Male,44,No,No,33,Two year,Electronic check,DSL,24.23,763.97,Yes,No,No,Yes,0,6.1,0
31500,Male,72,No,Yes,45,Month-to-month,Electronic check,DSL,68.93,2527.66,No,Yes,No,Yes,2,15.9,1
31501,Male,50,No,No,69,One year,Mailed check,No,28.85,2323.17,No,No,Yes,Yes,1,13.3,0
31502,Male,79,Yes,No,8,Month-to-month,Credit card,DSL,29.64,253.54,No,No,No,Yes,2,26.8,0
31503,Female,21,Yes,No,25,Month-to-month,Bank transfer,DSL,113.99,3409.15,No,No,No,Yes,2,13.5,0
31504,Female,39,No,Yes,46,One year,Credit card,Fiber optic,107.01,5676.23,No,No,No,No,2,16.5,1
31505,Male,19,No,No,30,Month-to-month,Electronic check,No,64.11,1902.52,Yes,Yes,No,No,3,28.7,0
31506,Male,27,Yes,Yes,47,One year,Bank transfer,Fiber optic,118.55,5615.72,No,No,No,No,2,9.7,0
31507,Male,22,No,No,49,Month-to-month,Credit card,DSL,18.02,773.69,Yes,No,Yes,No,1,9.4,0
31508,Male,76,No,No,47,Month-to-month,Mailed check,No,80.63,3732.07,Yes,No,Yes,Yes,2,24.2,1
31509,Female,27,Yes,No,18,Month-to-month,Mailed check,Fiber optic,80.88,1690.54,Yes,No,Yes,No,2,9.0,1
31510,Female,50,Yes,No,66,One year,Bank transfer,Fiber optic,64.66,3500.86,Yes,No,No,Yes,2,25.1,0
31511,Female,71,Yes,Yes,68,Month-to-month,Bank transfer,Fiber optic,58.49,4555.71,Yes,No,No,Yes,4,3.8,0
31512,Female,55,No,No,33,One year,Credit card,Fiber optic,64.45,1991.54,Yes,Yes,No,Yes,4,4.2,0
31513,Male,30,Yes,Yes,36,One year,Mailed check,Fiber optic,60.33,2518.96,Yes,Yes,Yes,No,0,27.1,0
31514,Male,48,Yes,No,19,One year,Electronic check,No,92.51,2067.66,Yes,No,No,No,3,16.7,0
31515,Female,64,Yes,Yes,28,One year,Mailed check,Fiber optic,31.81,951.55,Yes,No,Yes,No,1,21.8,1
31516,Male,53,No,No,40,Month-to-month,Electronic check,No,38.16,1626.79,Yes,Yes,Yes,Yes,3,7.5,0
31517,Female,62,Yes,Yes,15,Month-to-month,Bank transfer,Fiber optic,36.41,535.83,Yes,No,No,No,3,5.8,0
31518,Male,41,No,Yes,41,One year,Electronic check,DSL,44.77,2081.93,Yes,No,Yes,Yes,2,25.2,0
31519,Male,69,No,No,39,Month-to-month,Credit card,Fiber optic,71.58,3307.08,No,No,No,No,2,11.4,1
31520,Female,73,No,No,2,Two year,Credit card,DSL,29.34,65.14,No,No,No,No,1,14.2,0
31521,Male,32,No,No,63,Two year,Electronic check,DSL,106.55,7040.06,No,Yes,Yes,No,2,1.8,0
31522,Male,46,No,No,29,Month-to-month,Electronic check,Fiber optic,48.33,1461.44,No,No,Yes,Yes,0,12.2,1
31523,Male,25,No,Yes,66,One year,Mailed check,Fiber optic,34.58,2601.32,No,Yes,No,No,1,23.3,0
31524,Female,22,Yes,Yes,51,Two year,Bank transfer,DSL,86.91,4505.46,Yes,No,Yes,Yes,2,24.8,1
31525,Male,46,No,No,10,Month-to-month,Electronic check,Fiber optic,21.88,245.39,Yes,No,No,Yes,1,21.3,1
31526,Male,64,No,No,14,One year,Electronic check,DSL,81.24,1141.4,Yes,No,No,No,2,21.1,0
31527,Male,21,No,No,51,Month-to-month,Mailed check,No,89.22,3753.83,Yes,No,Yes,Yes,2,15.7,0
31528,Female,29,Yes,No,39,Month-to-month,Bank transfer,DSL,39.92,1484.61,No,No,No,Yes,1,16.6,0
31529,Male,62,Yes,Yes,28,Two year,Electronic check,Fiber optic,22.28,609.98,No,No,No,No,0,22.5,0
31530,Male,19,No,No,3,One year,Bank transfer,Fiber optic,55.09,141.58,No,No,No,No,2,8.2,1
31531,Female,44,Yes,Yes,70,One year,Credit card,Fiber optic,28.06,1651.89,Yes,Yes,No,Yes,3,7.7,0
31532,Male,48,No,No,27,Two year,Electronic check,DSL,29.88,818.2,No,No,Yes,Yes,3,28.5,0
31533,Male,68,No,No,2,One year,Mailed check,Fiber optic,43.93,73.28,No,Yes,Yes,No,1,1.8,0
31534,Male,68,No,No,38,One year,Electronic check,No,48.14,1685.13,Yes,No,No,Yes,2,5.0,0
31535,Female,53,Yes,Yes,3,One year,Electronic check,Fiber optic,72.06,237.33,No,Yes,No,No,3,17.5,1
31536,Male,53,Yes,Yes,16,One year,Electronic check,Fiber optic,87.2,1654.39,Yes,No,Yes,No,1,22.4,1
31537,Male,43,No,Yes,40,Two year,Mailed check,Fiber optic,78.46,3411.91,Yes,Yes,No,No,2,16.6,1
31538,Female,60,No,No,2,Two year,Credit card,DSL,33.13,79.32,Yes,No,No,Yes,1,11.3,0
31539,Female,44,No,No,41,One year,Bank transfer,DSL,35.55,1573.19,No,Yes,No,Yes,4,29.4,1
31540,Male,22,No,Yes,12,One year,Electronic check,No,107.63,1185.03,Yes,Yes,No,No,2,21.4,1
31541,Male,37,No,Yes,35,Month-to-month,Electronic check,No,74.95,2803.78,Yes,No,Yes,No,5,25.1,1
31542,Male,28,Yes,Yes,65,Two year,Bank transfer,Fiber optic,106.73,7498.43,Yes,Yes,Yes,No,2,2.2,0
31543,Female,79,No,No,55,One year,Electronic check,Fiber optic,55.9,2916.75,Yes,No,No,Yes,4,7.8,0
31544,Male,27,Yes,No,45,One year,Electronic check,Fiber optic,80.67,2929.84,Yes,No,Yes,Yes,3,11.9,0
31545,Female,57,Yes,No,62,Month-to-month,Mailed check,DSL,71.41,4787.28,Yes,No,No,Yes,0,6.3,1
31546,Male,55,No,No,49,Two year,Credit card,Fiber optic,50.55,2003.06,Yes,Yes,Yes,No,3,3.1,0
31547,Female,23,No,No,25,Month-to-month,Electronic check,No,65.93,1734.74,Yes,Yes,Yes,No,1,7.5,1
31548,Female,25,No,No,23,Month-to-month,Bank transfer,Fiber optic,69.25,1378.44,Yes,Yes,Yes,Yes,3,16.5,0
31549,Female,40,Yes,No,24,One year,Electronic check,DSL,38.48,947.75,No,Yes,No,No,2,21.2,1
31550,Male,64,Yes,No,38,One year,Bank transfer,DSL,50.13,1907.92,No,Yes,No,No,1,23.4,0
31551,Female,43,Yes,Yes,28,Month-to-month,Bank transfer,DSL,98.72,2226.27,Yes,No,No,No,0,2.2,1
31552,Female,63,No,No,21,One year,Credit card,Fiber optic,111.41,2211.27,Yes,No,No,Yes,1,13.4,1
31553,Male,60,Yes,No,54,Month-to-month,Mailed check,No,54.7,3073.24,No,Yes,No,No,1,4.5,0
31554,Female,29,No,Yes,18,Month-to-month,Mailed check,No,49.31,1011.35,Yes,Yes,Yes,Yes,4,13.5,1
31555,Female,43,No,Yes,36,Month-to-month,Electronic check,No,37.91,1576.92,No,No,No,No,1,13.6,0
31556,Male,30,Yes,Yes,45,Two year,Electronic check,Fiber optic,87.21,3899.1,Yes,Yes,No,No,2,15.4,1
31557,Female,57,No,Yes,53,Month-to-month,Mailed check,Fiber optic,50.96,2947.66,Yes,No,Yes,No,3,26.9,0
31558,Male,79,No,Yes,30,Month-to-month,Credit card,No,118.75,3300.95,No,Yes,Yes,Yes,3,24.3,1
31559,Male,35,No,No,60,One year,Mailed check,Fiber optic,51.22,2879.2,No,No,No,No,1,19.5,0
31560,Male,42,No,Yes,32,Month-to-month,Bank transfer,No,58.2,1634.79,Yes,No,No,Yes,2,26.7,0
31561,Female,50,Yes,Yes,67,One year,Electronic check,Fiber optic,79.54,5461.23,Yes,No,No,No,4,20.7,0
31562,Male,64,No,No,67,Two year,Mailed check,DSL,99.77,6188.76,No,Yes,No,Yes,5,24.7,0
31563,Female,57,No,No,28,Two year,Electronic check,Fiber optic,65.89,1538.2,Yes,Yes,Yes,Yes,1,17.3,0
31564,Female,77,Yes,Yes,44,Month-to-month,Electronic check,Fiber optic,61.11,2887.82,No,No,No,Yes,2,16.2,0
31565,Female,60,No,No,41,Month-to-month,Mailed check,DSL,119.56,5309.32,Yes,No,Yes,Yes,3,22.0,1
31566,Female,29,No,No,63,One year,Bank transfer,Fiber optic,19.07,1134.13,Yes,No,Yes,Yes,2,1.6,0
31567,Male,61,Yes,No,23,Month-to-month,Mailed check,No,109.3,2088.27,Yes,No,No,Yes,2,21.0,1
31568,Male,53,No,Yes,48,Month-to-month,Bank transfer,Fiber optic,33.21,1547.09,No,Yes,Yes,Yes,3,28.1,0
31569,Female,65,Yes,No,32,Month-to-month,Bank transfer,DSL,98.16,3068.67,Yes,Yes,No,Yes,2,21.7,1
31570,Female,21,Yes,No,57,Month-to-month,Electronic check,Fiber optic,81.03,4930.33,Yes,Yes,Yes,No,0,2.1,0
31571,Male,22,No,No,33,Two year,Bank transfer,Fiber optic,52.87,1615.89,Yes,No,Yes,Yes,4,12.0,0
31572,Male,73,No,Yes,24,One year,Electronic check,Fiber optic,107.14,2759.17,No,Yes,Yes,No,1,24.5,0
31573,Male,54,No,Yes,39,Month-to-month,Electronic check,Fiber optic,19.32,865.44,No,Yes,No,No,0,28.8,0
31574,Female,25,Yes,No,34,Month-to-month,Electronic check,Fiber optic,41.12,1251.27,No,No,No,Yes,3,11.7,1
31575,Male,80,No,Yes,56,Two year,Electronic check,Fiber optic,75.82,5059.3,No,No,Yes,Yes,3,25.4,0
31576,Male,59,Yes,Yes,28,Month-to-month,Bank transfer,DSL,53.86,1439.53,Yes,No,No,Yes,2,26.1,0
31577,Male,66,No,Yes,37,One year,Credit card,Fiber optic,80.26,2693.16,No,No,No,No,3,4.6,0
31578,Female,45,No,No,7,Month-to-month,Electronic check,Fiber optic,20.46,138.72,Yes,No,Yes,No,1,25.5,0
31579,Male,48,No,Yes,68,Two year,Electronic check,DSL,29.88,1702.19,Yes,Yes,No,Yes,1,10.4,0
31580,Male,75,Yes,Yes,37,One year,Electronic check,DSL,30.96,974.02,Yes,Yes,No,Yes,2,18.2,0
31581,Male,26,No,No,56,Month-to-month,Bank transfer,Fiber optic,37.31,2017.85,No,No,No,No,3,16.6,0
31582,Female,71,No,Yes,65,Month-to-month,Mailed check,No,64.85,4657.76,No,No,No,Yes,4,20.2,1
31583,Female,68,Yes,No,65,One year,Mailed check,Fiber optic,94.72,7142.66,Yes,No,No,No,2,22.5,0
31584,Male,46,Yes,No,47,Two year,Bank transfer,Fiber optic,110.36,5528.88,No,Yes,No,Yes,4,13.8,1
31585,Female,31,No,No,20,Month-to-month,Mailed check,Fiber optic,103.21,1738.24,No,No,No,Yes,1,26.8,1
31586,Female,57,No,No,19,One year,Credit card,DSL,38.08,773.3,No,No,Yes,Yes,0,24.5,0
31587,Male,58,Yes,No,29,Month-to-month,Electronic check,DSL,63.0,1925.97,Yes,Yes,No,No,3,23.8,0
31588,Female,39,Yes,No,60,Two year,Credit card,No,38.34,2581.75,No,No,No,Yes,6,14.3,0
31589,Male,28,No,No,18,One year,Electronic check,Fiber optic,44.98,914.97,No,Yes,Yes,Yes,3,2.1,0
31590,Female,40,Yes,No,35,Month-to-month,Electronic check,Fiber optic,69.36,2785.14,No,No,Yes,Yes,3,15.3,0
31591,Female,18,No,Yes,43,Month-to-month,Bank transfer,DSL,24.95,1036.0,Yes,No,No,Yes,3,27.1,0
31592,Male,63,Yes,No,11,Month-to-month,Bank transfer,No,40.25,477.79,Yes,No,No,No,4,6.5,0
31593,Male,54,No,No,49,One year,Credit card,No,113.41,5041.95,Yes,No,Yes,Yes,2,29.5,0
31594,Male,38,No,No,38,Month-to-month,Electronic check,DSL,65.54,2987.96,Yes,Yes,No,No,1,24.4,0
31595,Female,43,No,No,64,Month-to-month,Credit card,Fiber optic,63.43,3532.33,Yes,No,No,Yes,5,21.6,0
31596,Female,63,No,Yes,69,Two year,Electronic check,DSL,19.49,1081.29,No,No,No,No,3,20.6,0
31597,Female,53,Yes,No,8,Month-to-month,Electronic check,Fiber optic,43.23,297.26,No,No,No,No,3,18.0,1
31598,Female,71,Yes,No,34,One year,Electronic check,DSL,106.36,4015.29,No,Yes,No,No,0,21.9,0
31599,Male,40,Yes,Yes,48,Month-to-month,Bank transfer,DSL,34.79,1634.37,Yes,No,No,No,0,13.2,0
31600,Male,74,Yes,No,56,Month-to-month,Bank transfer,DSL,60.34,3308.08,Yes,Yes,Yes,Yes,2,25.5,1
31601,Male,18,No,No,65,Month-to-month,Mailed check,No,19.46,1495.12,Yes,Yes,No,No,2,21.2,0
31602,Male,80,No,No,31,One year,Electronic check,No,66.79,2418.03,Yes,No,Yes,No,2,23.4,0
31603,Male,71,Yes,Yes,4,Month-to-month,Electronic check,DSL,20.14,74.48,Yes,No,Yes,Yes,0,24.0,0
31604,Female,72,Yes,No,50,Two year,Electronic check,Fiber optic,101.6,4488.81,Yes,No,No,Yes,0,3.7,0
31605,Female,68,Yes,Yes,69,Month-to-month,Mailed check,DSL,102.14,8030.05,No,No,Yes,Yes,2,2.6,1
31606,Male,57,Yes,No,30,Month-to-month,Bank transfer,DSL,98.35,3429.68,Yes,Yes,No,No,0,24.2,1
31607,Female,32,No,Yes,59,Two year,Bank transfer,No,46.9,2813.14,Yes,No,No,Yes,0,8.5,0
31608,Female,38,Yes,No,67,Month-to-month,Credit card,DSL,103.4,7286.45,No,Yes,Yes,No,5,17.9,0
31609,Female,64,Yes,No,45,Month-to-month,Electronic check,Fiber optic,73.39,2981.43,No,No,Yes,Yes,1,13.9,1
31610,Male,26,Yes,Yes,4,Month-to-month,Electronic check,Fiber optic,56.13,251.53,Yes,No,No,No,2,1.6,1
31611,Female,70,No,No,26,One year,Mailed check,DSL,81.78,2238.65,No,No,No,No,1,2.2,0
31612,Male,26,No,No,27,Two year,Bank transfer,Fiber optic,19.26,520.75,No,No,No,No,0,25.0,1
31613,Female,27,No,Yes,46,Month-to-month,Mailed check,No,32.58,1234.98,No,No,Yes,Yes,0,18.6,0
31614,Female,69,Yes,No,64,Month-to-month,Credit card,Fiber optic,93.71,6995.26,Yes,No,No,No,0,16.2,0
31615,Male,74,No,No,51,One year,Bank transfer,DSL,42.9,2288.94,Yes,Yes,Yes,No,0,28.4,0
31616,Male,70,No,Yes,50,Two year,Electronic check,No,79.0,3464.45,No,Yes,Yes,No,2,6.0,0
31617,Male,43,Yes,No,6,Month-to-month,Electronic check,No,57.28,358.31,Yes,No,Yes,No,4,8.5,0
31618,Male,58,Yes,No,59,Two year,Bank transfer,DSL,105.19,6646.76,No,Yes,No,No,0,22.9,0
31619,Female,52,Yes,No,15,Month-to-month,Bank transfer,DSL,115.15,1745.05,No,No,No,No,1,23.5,1
31620,Male,80,Yes,No,30,Month-to-month,Electronic check,DSL,108.12,3526.57,Yes,Yes,No,No,3,12.7,1
31621,Male,69,Yes,Yes,42,Month-to-month,Electronic check,DSL,45.6,1977.6,Yes,Yes,No,No,1,28.6,0
31622,Female,42,No,No,37,Month-to-month,Bank transfer,Fiber optic,37.8,1649.1,No,No,No,No,2,28.2,1
31623,Female,43,Yes,No,42,Month-to-month,Bank transfer,DSL,66.39,2290.6,No,No,Yes,No,1,1.4,0
31624,Female,28,No,No,35,Two year,Electronic check,DSL,18.75,552.89,No,No,No,No,4,6.0,1
31625,Male,55,Yes,No,6,Month-to-month,Mailed check,DSL,20.63,107.62,No,Yes,Yes,Yes,3,24.8,0
31626,Male,19,No,No,68,Month-to-month,Electronic check,Fiber optic,74.44,5446.97,No,Yes,No,No,1,10.7,0
31627,Female,24,No,No,18,Month-to-month,Credit card,Fiber optic,71.09,1354.14,No,No,No,Yes,2,3.8,1
31628,Female,35,No,No,29,One year,Electronic check,Fiber optic,119.45,4007.29,Yes,No,Yes,Yes,1,23.8,0
31629,Female,44,Yes,No,59,Two year,Bank transfer,DSL,38.59,2488.9,Yes,No,Yes,Yes,4,14.2,0
31630,Male,51,Yes,No,47,Month-to-month,Mailed check,Fiber optic,44.33,2090.47,Yes,Yes,No,Yes,0,15.3,0
31631,Female,44,No,No,17,Month-to-month,Electronic check,DSL,29.58,601.79,Yes,No,No,No,5,6.4,1
31632,Male,34,Yes,Yes,22,Month-to-month,Mailed check,No,111.59,2225.3,Yes,No,No,Yes,2,20.2,1
31633,Male,60,No,No,68,Month-to-month,Electronic check,Fiber optic,97.34,7501.29,No,No,No,No,3,17.0,0
31634,Female,76,No,No,69,Month-to-month,Bank transfer,DSL,101.88,6823.86,No,Yes,No,Yes,3,7.0,1
31635,Male,61,No,Yes,37,Month-to-month,Bank transfer,DSL,110.08,4315.28,No,No,No,No,1,10.9,0
31636,Male,76,Yes,No,49,One year,Electronic check,DSL,71.54,3824.13,No,No,No,No,2,18.3,0
31637,Male,68,No,No,13,One year,Electronic check,DSL,64.02,876.79,Yes,No,Yes,Yes,0,27.8,0
31638,Male,71,No,No,34,Month-to-month,Bank transfer,Fiber optic,51.7,1505.03,Yes,No,Yes,Yes,1,27.7,1
31639,Male,41,No,No,53,Month-to-month,Electronic check,No,78.1,4044.84,No,No,No,Yes,0,9.3,1
31640,Male,42,Yes,No,51,One year,Mailed check,DSL,64.34,3361.98,Yes,No,No,Yes,4,22.3,0
31641,Female,24,No,Yes,3,One year,Electronic check,Fiber optic,64.06,219.01,No,No,No,Yes,4,23.5,1
31642,Male,69,No,No,42,Month-to-month,Credit card,Fiber optic,113.57,4662.42,Yes,No,Yes,No,3,24.5,0
31643,Female,23,No,No,32,Two year,Mailed check,Fiber optic,118.37,4422.3,Yes,No,No,No,1,17.6,1
31644,Male,70,Yes,No,51,Month-to-month,Bank transfer,DSL,99.24,4940.53,Yes,No,Yes,Yes,4,1.3,1
31645,Female,41,No,Yes,46,Month-to-month,Electronic check,DSL,95.19,4464.18,Yes,Yes,Yes,No,1,23.1,1
31646,Female,50,No,No,21,Month-to-month,Electronic check,No,87.42,2053.39,No,Yes,No,Yes,5,4.1,1
31647,Female,66,Yes,No,44,Two year,Electronic check,No,34.94,1588.44,No,No,No,Yes,0,4.4,0
31648,Male,46,No,No,11,Month-to-month,Electronic check,DSL,24.03,312.99,No,Yes,No,No,3,18.6,1
31649,Male,80,No,No,68,Two year,Bank transfer,DSL,88.45,6400.34,No,No,No,Yes,0,29.5,0
31650,Male,60,No,No,1,Month-to-month,Bank transfer,Fiber optic,92.34,93.18,No,No,No,Yes,4,8.0,1
31651,Male,39,No,No,63,Month-to-month,Mailed check,Fiber optic,22.79,1162.17,No,No,No,Yes,1,19.7,0
31652,Male,43,Yes,No,24,One year,Bank transfer,Fiber optic,112.66,2610.54,Yes,No,No,No,2,9.8,1
31653,Male,45,No,No,13,Month-to-month,Electronic check,DSL,27.3,326.4,No,No,Yes,No,2,27.1,0
31654,Female,67,Yes,Yes,11,Month-to-month,Electronic check,No,47.16,570.24,No,Yes,No,No,2,18.2,1
31655,Male,38,No,No,51,Month-to-month,Credit card,Fiber optic,86.58,3900.33,Yes,Yes,No,No,1,7.0,0
31656,Male,66,Yes,No,17,Two year,Bank transfer,DSL,35.33,529.79,Yes,No,No,No,2,8.6,0
31657,Male,24,No,No,24,Month-to-month,Bank transfer,Fiber optic,23.65,497.11,Yes,No,No,Yes,3,13.5,0
31658,Female,34,No,No,19,Month-to-month,Electronic check,DSL,51.78,836.49,Yes,No,No,No,1,4.5,0
31659,Female,37,No,Yes,37,Month-to-month,Mailed check,Fiber optic,96.13,3287.93,No,Yes,No,No,2,3.3,0
31660,Female,58,Yes,No,8,One year,Electronic check,Fiber optic,60.2,555.94,No,Yes,No,Yes,4,20.7,1
31661,Female,66,No,Yes,28,Month-to-month,Credit card,DSL,84.6,2629.3,No,No,Yes,Yes,2,12.8,1
31662,Male,37,No,Yes,5,Month-to-month,Bank transfer,Fiber optic,77.12,421.89,Yes,No,No,No,1,22.1,1
31663,Male,71,No,No,17,Month-to-month,Electronic check,DSL,20.27,385.57,No,No,No,Yes,0,4.2,1
31664,Female,39,Yes,No,36,One year,Credit card,Fiber optic,118.83,3883.32,Yes,No,No,No,2,18.7,1
31665,Female,45,Yes,Yes,19,Month-to-month,Mailed check,Fiber optic,22.23,487.83,No,No,No,Yes,2,13.9,1
31666,Male,80,No,No,64,Month-to-month,Bank transfer,Fiber optic,116.72,6386.33,No,Yes,Yes,No,2,2.7,0
31667,Female,78,Yes,No,11,One year,Electronic check,DSL,74.09,761.64,No,Yes,Yes,Yes,2,16.8,0
31668,Female,57,No,Yes,54,Two year,Electronic check,Fiber optic,116.24,6494.77,Yes,No,No,No,0,3.4,0
31669,Female,66,No,No,45,One year,Electronic check,Fiber optic,29.7,1124.21,No,No,No,No,3,25.0,0
31670,Female,24,No,No,47,Month-to-month,Electronic check,Fiber optic,68.02,3491.22,Yes,Yes,No,Yes,1,19.3,0
31671,Male,18,Yes,Yes,12,One year,Bank transfer,Fiber optic,35.29,404.38,No,Yes,Yes,Yes,3,17.2,1
31672,Female,49,No,No,21,Two year,Bank transfer,Fiber optic,23.2,542.62,No,No,Yes,Yes,5,4.9,1
31673,Male,30,Yes,No,11,Month-to-month,Bank transfer,No,80.99,888.36,Yes,Yes,Yes,No,4,9.3,1
31674,Female,47,Yes,Yes,5,Month-to-month,Credit card,DSL,39.19,170.94,Yes,No,No,No,2,15.3,0
31675,Female,40,Yes,No,56,Month-to-month,Electronic check,Fiber optic,77.95,4775.11,Yes,No,No,No,2,19.4,0
31676,Male,68,No,No,20,Two year,Credit card,Fiber optic,29.46,530.79,Yes,Yes,No,Yes,5,6.3,1
31677,Male,76,No,No,41,Month-to-month,Credit card,Fiber optic,51.86,2118.44,No,No,Yes,No,0,1.3,0
31678,Female,73,Yes,No,46,Month-to-month,Mailed check,Fiber optic,97.73,3732.29,Yes,Yes,Yes,No,2,11.0,0
31679,Female,36,Yes,Yes,12,Month-to-month,Electronic check,No,62.58,786.37,No,Yes,Yes,No,4,15.0,0
31680,Female,79,No,No,70,Two year,Bank transfer,Fiber optic,82.03,6123.05,Yes,Yes,No,Yes,6,6.3,0
31681,Male,49,No,No,17,Month-to-month,Electronic check,No,84.04,1359.35,Yes,No,Yes,No,0,15.3,0
31682,Female,47,No,No,19,One year,Bank transfer,DSL,104.06,2336.52,No,No,No,No,2,10.8,0
31683,Female,46,No,Yes,26,Two year,Electronic check,Fiber optic,51.14,1528.64,No,Yes,Yes,No,1,14.2,0
31684,Male,66,No,No,48,Month-to-month,Mailed check,DSL,88.1,4580.54,No,No,No,Yes,1,11.1,1
31685,Female,62,Yes,No,52,One year,Mailed check,Fiber optic,116.08,6552.02,Yes,Yes,No,Yes,3,19.2,0
31686,Female,46,Yes,No,70,Month-to-month,Electronic check,Fiber optic,92.48,5832.46,Yes,No,Yes,No,3,2.2,0
31687,Female,47,No,No,55,Two year,Mailed check,Fiber optic,67.97,3972.84,Yes,No,No,Yes,4,6.0,0
31688,Male,33,No,No,33,One year,Electronic check,Fiber optic,82.33,2388.91,Yes,No,No,Yes,2,13.5,1
31689,Female,57,Yes,No,62,Two year,Mailed check,DSL,93.45,4968.86,No,Yes,Yes,No,4,11.3,1
31690,Female,36,No,No,23,Month-to-month,Credit card,Fiber optic,80.45,2220.03,Yes,Yes,No,No,4,12.4,1
31691,Female,35,Yes,Yes,15,Month-to-month,Electronic check,Fiber optic,19.7,309.96,No,No,No,No,4,24.3,1
31692,Female,18,No,No,27,Month-to-month,Bank transfer,DSL,37.87,994.26,No,Yes,No,Yes,3,26.7,0
31693,Male,31,No,Yes,64,Month-to-month,Electronic check,DSL,100.67,5896.95,No,No,No,No,3,8.2,0
31694,Female,68,Yes,No,51,Two year,Bank transfer,Fiber optic,45.81,2433.43,No,Yes,Yes,Yes,3,25.3,0
31695,Female,64,Yes,No,53,Month-to-month,Credit card,Fiber optic,92.62,4024.47,Yes,No,No,Yes,1,14.3,0
31696,Female,67,Yes,Yes,51,Month-to-month,Electronic check,DSL,55.96,2391.25,Yes,No,No,Yes,1,8.9,1
31697,Female,19,No,No,47,Month-to-month,Credit card,DSL,71.23,2722.25,No,No,No,No,3,29.6,1
31698,Male,71,No,No,4,Month-to-month,Mailed check,DSL,24.93,99.69,Yes,No,No,No,6,24.9,0
31699,Female,45,No,No,7,Month-to-month,Electronic check,No,36.49,265.71,No,No,Yes,Yes,0,29.8,0
31700,Female,66,Yes,No,35,Month-to-month,Credit card,Fiber optic,115.63,3338.78,No,Yes,No,Yes,2,5.9,1
31701,Male,67,Yes,No,48,Two year,Electronic check,DSL,108.79,5684.01,No,No,No,No,2,5.2,0
31702,Female,47,Yes,No,72,Month-to-month,Electronic check,No,84.53,5429.82,No,Yes,No,Yes,0,15.6,0
31703,Male,55,Yes,No,45,One year,Bank transfer,DSL,64.88,3135.89,No,No,No,Yes,7,19.5,0
31704,Female,68,Yes,No,72,Month-to-month,Bank transfer,DSL,86.93,7465.43,No,No,No,No,3,6.0,1
31705,Male,80,Yes,Yes,19,One year,Bank transfer,No,81.1,1658.69,Yes,Yes,Yes,Yes,4,26.0,1
31706,Male,21,Yes,Yes,63,Month-to-month,Electronic check,No,75.99,5521.16,No,No,No,No,6,16.4,0
31707,Female,18,No,Yes,38,Two year,Credit card,Fiber optic,24.04,1077.3,Yes,Yes,No,No,2,12.9,1
31708,Male,25,No,No,67,One year,Bank transfer,Fiber optic,82.55,5501.54,No,No,Yes,Yes,1,18.5,0
31709,Male,46,Yes,No,59,Month-to-month,Credit card,DSL,96.43,6149.81,No,No,No,No,2,19.4,0
31710,Female,72,No,No,69,Month-to-month,Electronic check,No,119.4,9398.49,Yes,Yes,No,No,0,2.2,1
31711,Female,56,Yes,No,13,Month-to-month,Bank transfer,Fiber optic,19.13,234.43,Yes,Yes,No,Yes,1,30.0,0
31712,Female,20,No,No,47,One year,Credit card,DSL,92.48,3931.72,Yes,No,No,No,1,11.6,0
31713,Female,49,No,No,61,One year,Mailed check,Fiber optic,76.32,5487.18,No,Yes,No,No,5,2.8,0
31714,Female,27,Yes,No,31,Month-to-month,Credit card,No,62.27,2105.11,No,Yes,Yes,No,2,25.7,0
31715,Female,27,Yes,No,22,Month-to-month,Electronic check,No,31.01,605.72,No,No,Yes,No,2,29.8,1
31716,Female,36,Yes,Yes,43,Two year,Electronic check,Fiber optic,59.73,2516.08,No,No,No,No,4,24.7,1
31717,Female,63,No,No,67,Two year,Credit card,Fiber optic,54.15,4058.27,Yes,Yes,Yes,No,1,25.7,0
31718,Female,51,No,No,54,One year,Credit card,DSL,48.89,2689.76,No,Yes,No,No,4,19.2,0
31719,Male,77,Yes,No,10,Month-to-month,Electronic check,Fiber optic,92.55,981.01,No,No,Yes,No,0,27.7,1
31720,Male,50,Yes,No,42,Two year,Electronic check,Fiber optic,89.47,4139.18,Yes,Yes,No,Yes,5,2.0,0
31721,Male,40,No,No,64,One year,Bank transfer,DSL,78.08,5241.0,Yes,No,No,No,0,23.2,0
31722,Male,72,Yes,No,21,Month-to-month,Credit card,No,113.74,2426.83,No,No,No,Yes,0,20.5,1
31723,Male,45,Yes,No,66,Month-to-month,Bank transfer,No,53.69,3897.35,No,Yes,Yes,No,2,2.4,0
31724,Male,49,No,Yes,41,One year,Bank transfer,DSL,42.87,1917.66,No,No,Yes,Yes,2,16.8,0
31725,Male,67,Yes,No,24,Month-to-month,Bank transfer,No,84.9,2143.45,No,No,No,Yes,0,15.9,1
31726,Female,24,No,No,35,Month-to-month,Electronic check,Fiber optic,38.28,1264.66,Yes,No,No,Yes,2,21.1,1
31727,Male,46,No,No,56,Two year,Credit card,Fiber optic,50.13,2701.52,No,No,Yes,Yes,5,3.2,0
